model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
RAV4,2015,12232,Manual,46000,Diesel,150,53,2
RAV4,2018,25991,Automatic,13000,Hybrid,140,55.4,2.5
RAV4,2017,21322,Automatic,19849,Hybrid,20,57.6,2.5
RAV4,2016,21192,Automatic,24281,Hybrid,20,55.4,2.5
RAV4,2019,32860,Automatic,4271,Hybrid,135,49.6,2.5
RAV4,2016,20791,Automatic,35046,Hybrid,20,55.4,2.5
RAV4,2019,33892,Automatic,7735,Hybrid,135,49.6,2.5
RAV4,2017,22362,Automatic,7408,Hybrid,20,57.6,2.5
RAV4,2016,20000,Automatic,13322,Hybrid,20,57.6,2.5
RAV4,2016,23691,Automatic,13281,Hybrid,20,55.4,2.5
RAV4,2017,15200,Manual,47026,Diesel,125,60.1,2
RAV4,2017,17995,Automatic,35509,Petrol,205,43.5,2
RAV4,2016,19991,Automatic,25252,Hybrid,20,57.6,2.5
RAV4,2017,21323,Automatic,19986,Hybrid,20,57.6,2.5
RAV4,2017,20182,Automatic,25714,Petrol,145,43.5,2
RAV4,2013,10191,Manual,54115,Diesel,160,49.6,2.2
RAV4,2017,14897,Manual,37100,Diesel,150,60.1,2
RAV4,2016,19599,Automatic,45950,Hybrid,20,55.4,2.5
RAV4,2015,14999,Automatic,33481,Diesel,260,42.2,2.2
RAV4,2017,19250,Automatic,34000,Hybrid,20,57.6,2.5
RAV4,2014,11990,Manual,34050,Diesel,150,53,2
RAV4,2015,11999,Manual,64609,Diesel,145,53,2
RAV4,2017,15999,Manual,27170,Diesel,150,60.1,2
RAV4,2017,14500,Manual,33432,Diesel,125,60.1,2
RAV4,2016,19999,Automatic,55185,Hybrid,20,57.6,2.5
RAV4,2019,29550,Automatic,8357,Hybrid,135,49.6,2.5
RAV4,2017,14695,Manual,40376,Diesel,125,60.1,2
RAV4,2017,18995,Automatic,21676,Petrol,205,43.5,2
RAV4,2016,15495,Automatic,43000,Petrol,205,43.5,2
RAV4,2018,17590,Manual,29883,Diesel,145,60.1,2
RAV4,2017,21999,Automatic,19296,Hybrid,20,57.6,2.5
RAV4,2019,30000,Automatic,6677,Hybrid,135,49.6,2.5
RAV4,2017,20750,Automatic,18750,Hybrid,20,55.4,2.5
RAV4,2017,19999,Automatic,13069,Petrol,150,43.5,2
RAV4,2014,14295,Semi-Auto,31306,Petrol,235,39.2,2
RAV4,2017,23895,Automatic,30524,Hybrid,140,55.4,2.5
RAV4,2017,20000,Automatic,18800,Hybrid,20,57.6,2.5
RAV4,2017,21000,Automatic,7700,Hybrid,20,57.6,2.5
RAV4,2017,17900,Automatic,44687,Hybrid,140,57.6,2.5
RAV4,2016,17295,Automatic,39510,Hybrid,20,57.6,2.5
RAV4,2017,15450,Manual,19200,Diesel,125,60.1,2
RAV4,2013,12495,Automatic,30524,Diesel,260,42.2,2.2
RAV4,2016,21250,Automatic,18501,Hybrid,20,57.6,2.5
RAV4,2016,22075,Automatic,38000,Hybrid,20,55.4,2.5
RAV4,2017,20795,Automatic,28128,Hybrid,20,57.6,2.5
RAV4,2016,19490,Automatic,6254,Petrol,200,43.5,2
RAV4,2016,14650,Manual,22080,Diesel,125,60.1,2
RAV4,2014,10995,Manual,41411,Diesel,125,57.6,2
RAV4,2016,19990,Automatic,26128,Hybrid,20,57.6,2.5
RAV4,2016,20790,Automatic,32196,Hybrid,20,55.4,2.5
RAV4,2017,18000,Automatic,33128,Petrol,205,43.5,2
RAV4,2016,14010,Manual,47000,Diesel,125,60.1,2
RAV4,2017,16000,Manual,38000,Diesel,145,60.1,2
RAV4,2013,10500,Manual,57962,Diesel,160,49.6,2.2
RAV4,2017,25000,Automatic,22860,Hybrid,20,55.4,2.5
RAV4,2017,14795,Manual,47362,Diesel,125,60.1,2
RAV4,2017,20870,Automatic,30096,Hybrid,135,57.6,2.5
RAV4,2017,15995,Manual,18000,Diesel,125,60.1,2
RAV4,2016,20250,Automatic,29200,Hybrid,20,57.6,2.5
RAV4,2017,15750,Manual,32804,Diesel,150,60.1,2
RAV4,2016,20995,Automatic,40006,Hybrid,20,57.6,2.5
RAV4,2013,12295,Manual,43573,Diesel,125,57.6,2
RAV4,2017,15895,Manual,42810,Diesel,125,60.1,2
RAV4,2017,17295,Manual,31057,Diesel,150,60.1,2
RAV4,2016,23995,Automatic,23750,Hybrid,20,55.4,2.5
RAV4,2017,18995,Automatic,40312,Hybrid,135,57.6,2.5
RAV4,2016,15995,Manual,37531,Diesel,125,60.1,2
RAV4,2017,22995,Automatic,31284,Hybrid,135,55.4,2.5
RAV4,2016,21995,Automatic,22531,Hybrid,20,55.4,2.5
RAV4,2015,11395,Manual,66973,Diesel,125,57.6,2
RAV4,2017,19862,Automatic,42596,Hybrid,20,57.6,2.5
RAV4,2016,21018,Automatic,57500,Hybrid,20,57.6,2.5
RAV4,2017,20112,Automatic,62734,Hybrid,20,55.4,2.5
RAV4,2016,20495,Automatic,32754,Petrol,200,43.5,2
RAV4,2019,32495,Automatic,12740,Hybrid,135,49.6,2.5
RAV4,2017,21395,Automatic,53569,Hybrid,20,55.4,2.5
RAV4,2018,22346,Automatic,10116,Petrol,145,48.7,2
RAV4,2016,21271,Automatic,27361,Hybrid,20,55.4,2.5
RAV4,2015,11804,Manual,38999,Diesel,125,57.6,2
RAV4,2016,18995,Automatic,47339,Hybrid,20,57.6,2.5
RAV4,2020,36500,Automatic,1114,Hybrid,135,49.6,2.5
RAV4,2016,16700,Automatic,63016,Hybrid,20,57.6,2.5
RAV4,2015,10500,Manual,52462,Diesel,125,57.6,2
RAV4,2016,21000,Automatic,14000,Hybrid,20,57.6,2.5
RAV4,2015,14000,Automatic,47291,Diesel,265,42.2,2.2
RAV4,2017,19000,Automatic,25981,Petrol,145,43.5,2
RAV4,2016,22000,Automatic,37713,Hybrid,20,55.4,2.5
RAV4,2016,13599,Manual,43733,Diesel,125,60.1,2
RAV4,2016,19545,Automatic,51242,Hybrid,20,55.4,2.5
RAV4,2016,16217,Automatic,24431,Petrol,200,43.5,2
RAV4,2017,20750,Automatic,25596,Hybrid,20,57.6,2.5
RAV4,2019,29903,Automatic,9000,Hybrid,140,51.1,2.5
RAV4,2013,11270,Automatic,67000,Diesel,265,42.2,2.2
RAV4,2017,21995,Automatic,32480,Hybrid,20,57.6,2.5
RAV4,2017,21692,Automatic,23237,Hybrid,135,57.6,2.5
RAV4,2017,22485,Automatic,32814,Hybrid,20,55.4,2.5
RAV4,2018,27006,Automatic,13627,Hybrid,135,55.4,2.5
RAV4,2016,20444,Automatic,16745,Hybrid,20,57.6,2.5
RAV4,2016,17750,Automatic,18863,Petrol,205,43.5,2
RAV4,2017,20999,Automatic,11500,Petrol,200,43.5,2
RAV4,2017,17995,Manual,36000,Diesel,125,60.1,2
RAV4,2017,18991,Automatic,33900,Petrol,150,43.5,2
RAV4,2013,9991,Manual,63808,Diesel,165,49.6,2.2
RAV4,2016,23490,Automatic,26895,Hybrid,20,55.4,2.5
RAV4,2019,29900,Automatic,16885,Hybrid,135,49.6,2.5
RAV4,2014,10201,Manual,58941,Diesel,150,53,2
RAV4,2013,13495,Semi-Auto,34201,Petrol,235,39.2,2
RAV4,2016,19995,Automatic,41643,Hybrid,20,57.6,2.5
RAV4,2016,19995,Automatic,31186,Hybrid,20,57.6,2.5
RAV4,2016,20595,Automatic,27816,Hybrid,20,57.6,2.5
RAV4,2016,17695,Automatic,26650,Petrol,200,43.5,2
RAV4,2016,18823,Automatic,30045,Hybrid,20,57.6,2.5
RAV4,2016,20066,Automatic,18976,Hybrid,20,57.6,2.5
RAV4,2016,18796,Automatic,40586,Hybrid,20,57.6,2.5
RAV4,2019,30999,Automatic,10768,Hybrid,140,51.1,2.5
RAV4,2017,19995,Automatic,15375,Petrol,200,43.5,2
RAV4,2016,20491,Automatic,11098,Hybrid,20,57.6,2.5
RAV4,2017,20380,Automatic,26018,Hybrid,20,57.6,2.5
RAV4,2013,8990,Manual,70400,Diesel,160,49.6,2.2
RAV4,2014,10495,Manual,52429,Diesel,150,53,2
RAV4,2016,20608,Automatic,19000,Hybrid,20,57.6,2.5
RAV4,2016,19362,Automatic,50752,Hybrid,20,57.6,2.5
RAV4,2014,10244,Manual,56822,Diesel,125,57.6,2
RAV4,2019,35955,Automatic,2984,Hybrid,135,49.6,2.5
RAV4,2017,18229,Automatic,23658,Petrol,145,43.5,2
RAV4,2010,6250,Manual,91500,Diesel,200,48.7,2.2
RAV4,2011,7500,Automatic,87200,Diesel,300,39.8,2.2
RAV4,2007,4395,Manual,73000,Diesel,235,42.8,2.2
RAV4,2019,28222,Automatic,10570,Hybrid,140,49.6,2.5
RAV4,2012,9995,Manual,42226,Diesel,200,47.1,2.2
RAV4,2005,3695,Manual,105000,Diesel,300,39.8,2
RAV4,2005,3495,Manual,99000,Diesel,300,39.8,2
RAV4,2015,13800,Automatic,31015,Diesel,260,42.2,2.2
RAV4,2014,11450,Automatic,52079,Diesel,260,42.2,2.2
RAV4,2017,15574,Manual,32837,Diesel,145,60.1,2
RAV4,2017,17995,Automatic,31250,Petrol,200,43.5,2
RAV4,2017,20000,Automatic,18278,Hybrid,20,57.6,2.5
RAV4,2015,15199,Automatic,32611,Petrol,235,39.2,2
RAV4,2016,13750,Manual,29005,Diesel,125,60.1,2
RAV4,2015,10985,Manual,60777,Diesel,150,53,2
RAV4,2013,10440,Manual,49450,Diesel,125,57.6,2
RAV4,2015,14495,Automatic,34457,Petrol,235,39.2,2
RAV4,2012,9939,Manual,31151,Diesel,200,47.1,2.2
RAV4,2017,17995,Automatic,36826,Petrol,200,43.5,2
RAV4,2016,11199,Manual,81033,Diesel,125,60.1,2
RAV4,2017,12499,Manual,53813,Diesel,125,60.1,2
RAV4,2019,32995,Automatic,9000,Hybrid,140,49.6,2.5
RAV4,2017,18995,Automatic,20136,Petrol,200,43.5,2
RAV4,2017,19695,Automatic,33728,Hybrid,135,57.6,2.5
RAV4,2015,15495,Automatic,24912,Petrol,235,39.2,2
RAV4,2017,16200,Manual,31696,Diesel,145,60.1,2
RAV4,2017,22461,Automatic,27849,Hybrid,135,55.4,2.5
RAV4,2017,17295,Manual,23340,Diesel,125,60.1,2
RAV4,2015,13700,Automatic,44095,Diesel,265,42.2,2.2
RAV4,2016,21495,Automatic,15100,Hybrid,20,57.6,2.5
RAV4,2014,11400,Manual,36933,Diesel,145,53,2
RAV4,2016,21000,Automatic,33195,Hybrid,20,55.4,2.5
RAV4,2017,14600,Manual,37393,Diesel,145,60.1,2
RAV4,2014,10985,Automatic,80933,Diesel,260,42.2,2.2
RAV4,2016,20800,Automatic,38101,Hybrid,20,55.4,2.5
RAV4,2015,12100,Manual,54520,Diesel,125,57.6,2
RAV4,2015,13000,Manual,42284,Diesel,145,53,2
RAV4,2014,9985,Manual,63388,Diesel,145,53,2
RAV4,2019,29985,Automatic,10709,Hybrid,140,49.6,2.5
RAV4,2017,16985,Automatic,50808,Hybrid,135,57.6,2.5
RAV4,2019,28985,Automatic,16709,Hybrid,140,51.1,2.5
RAV4,2016,16000,Automatic,101510,Hybrid,20,55.4,2.5
RAV4,2016,19500,Automatic,48980,Hybrid,20,55.4,2.5
RAV4,2014,13975,Automatic,27549,Diesel,260,42.2,2.2
RAV4,2016,19975,Automatic,56772,Hybrid,20,55.4,2.5
RAV4,2018,22975,Automatic,11227,Petrol,145,43.5,2
RAV4,2006,3499,Manual,71356,Diesel,300,39.8,2
RAV4,2007,4295,Manual,63742,Diesel,235,42.8,2.2
RAV4,2016,17999,Automatic,37185,Hybrid,20,57.6,2.5
RAV4,2016,12499,Manual,58056,Diesel,125,60.1,2
RAV4,2017,23499,Automatic,15236,Hybrid,20,55.4,2.5
RAV4,2019,33950,Automatic,9125,Hybrid,140,49.6,2.5
RAV4,2017,18950,Automatic,26774,Petrol,200,43.5,2
RAV4,2013,7895,Manual,101800,Diesel,160,49.6,2.2
RAV4,2016,15000,Automatic,122280,Hybrid,20,55.4,2.5
RAV4,2007,2991,Manual,120870,Diesel,235,42.8,2.2
RAV4,2016,22499,Automatic,18194,Hybrid,20,55.4,2.5
RAV4,2014,13950,Manual,30400,Diesel,160,49.6,2.2
RAV4,2019,27950,Automatic,10639,Hybrid,135,51.1,2.5
RAV4,2016,18795,Automatic,57000,Hybrid,20,55.4,2.5
RAV4,2009,4995,Manual,114321,Petrol,235,38.2,2
RAV4,2008,3995,Manual,103000,Diesel,240,42.8,2.2
RAV4,2017,20991,Automatic,41000,Hybrid,20,55.4,2.5
RAV4,2017,14950,Manual,42543,Diesel,125,60.1,2
RAV4,2019,36450,Automatic,1756,Hybrid,135,49.6,2.5
RAV4,2017,15950,Manual,28863,Diesel,125,60.1,2
RAV4,2017,19450,Automatic,15182,Petrol,145,43.5,2
RAV4,2013,12950,Manual,52574,Diesel,160,49.6,2.2
RAV4,2008,2595,Manual,98000,Diesel,240,42.8,2.2
RAV4,2017,22450,Automatic,28952,Hybrid,20,55.4,2.5
RAV4,2016,14299,Automatic,81051,Hybrid,20,57.6,2.5
RAV4,2017,15793,Manual,25447,Diesel,125,60.1,2
RAV4,2016,12990,Manual,61996,Diesel,125,60.1,2
RAV4,2012,8995,Manual,49255,Diesel,200,47.1,2.2
RAV4,2013,12495,Automatic,39555,Diesel,265,42.2,2.2
RAV4,2017,12990,Manual,61680,Diesel,125,60.1,2
RAV4,2019,32993,Automatic,6102,Hybrid,135,49.6,2.5
RAV4,2012,7095,Manual,82000,Diesel,200,47.1,2.2
RAV4,2015,13495,Automatic,58974,Diesel,265,42.2,2.2
RAV4,2015,11750,Manual,55235,Diesel,160,49.6,2
RAV4,2013,9495,Manual,55389,Diesel,125,57.6,2
RAV4,2006,4495,Manual,68000,Diesel,260,40.4,2.2
RAV4,2013,11995,Manual,35921,Diesel,165,49.6,2.2
RAV4,2011,7975,Automatic,57620,Diesel,300,39.8,2.2
RAV4,2008,5195,Automatic,61000,Petrol,330,31.4,2
RAV4,2015,11500,Manual,64928,Diesel,145,53,2
RAV4,2005,2394,Manual,113000,Petrol,325,32.1,2
RAV4,2016,18795,Automatic,57000,Hybrid,20,55.4,2.5
RAV4,2019,28795,Automatic,8639,Hybrid,140,51.1,2.5
RAV4,2012,6980,Manual,74510,Diesel,205,47.1,2.2
RAV4,2017,14400,Manual,39839,Diesel,125,60.1,2
RAV4,2017,18000,Automatic,26972,Other,205,43.5,2
RAV4,2017,20000,Automatic,4909,Other,200,43.5,2
RAV4,2013,11000,Manual,63251,Diesel,165,49.6,2.2
RAV4,2016,21500,Automatic,15297,Hybrid,20,57.6,2.5
RAV4,2017,19200,Automatic,25362,Petrol,200,43.5,2
RAV4,2016,16249,Automatic,27427,Other,200,43.5,2
RAV4,2017,22995,Automatic,1454,Hybrid,140,57.6,2.5
RAV4,2016,22990,Automatic,25632,Hybrid,20,55.4,2.5
RAV4,2002,1600,Manual,140000,Petrol,325,32.1,2
RAV4,2017,22495,Automatic,20431,Hybrid,20,57.6,2.5
RAV4,2017,22995,Automatic,28076,Hybrid,20,55.4,2.5
RAV4,2016,21990,Automatic,33390,Hybrid,20,55.4,2.5
RAV4,2016,17990,Automatic,72865,Hybrid,20,55.4,2.5
RAV4,2019,36990,Automatic,7000,Hybrid,135,49.6,2.5
RAV4,2019,32990,Automatic,5944,Hybrid,135,49.6,2.5
RAV4,2017,19990,Automatic,39392,Hybrid,135,57.6,2.5
RAV4,2016,18990,Automatic,24508,Petrol,200,43.5,2
RAV4,2008,4480,Automatic,116000,Petrol,330,31.4,2
RAV4,2015,14490,Manual,22073,Diesel,160,49.6,2.2
RAV4,2016,19400,Automatic,15632,Hybrid,20,57.6,2.5
RAV4,2017,17500,Automatic,26666,Hybrid,135,57.6,2.5
RAV4,2017,18500,Automatic,31620,Hybrid,135,57.6,2.5
RAV4,2019,30480,Automatic,7116,Hybrid,140,49.6,2.5
RAV4,2017,16900,Automatic,50732,Hybrid,20,57.6,2.5
RAV4,2017,22900,Automatic,14873,Hybrid,20,57.6,2.5
RAV4,2016,20998,Automatic,31253,Hybrid,20,57.6,2.5
RAV4,2019,30000,Automatic,8406,Hybrid,140,49.6,2.5
RAV4,2017,19999,Automatic,12502,Petrol,20,57.6,2.5
RAV4,2020,34995,Automatic,8500,Hybrid,135,49.6,2.5
RAV4,2016,19995,Automatic,12442,Petrol,200,43.5,2
RAV4,2003,3995,Manual,65456,Petrol,235,38.2,1.8
RAV4,2004,5495,Automatic,45229,Petrol,330,30.4,2
RAV4,2017,19990,Automatic,23000,Hybrid,20,57.6,2.5
RAV4,2019,30495,Automatic,10654,Hybrid,140,49.6,2.5
RAV4,2019,30495,Automatic,7984,Hybrid,140,49.6,2.5
RAV4,2017,22690,Automatic,16226,Hybrid,20,57.6,2.5
RAV4,2016,20960,Automatic,20626,Hybrid,20,57.6,2.5
RAV4,2016,18200,Automatic,55199,Hybrid,20,57.6,2.5
RAV4,2017,14995,Manual,20125,Diesel,125,60.1,2
RAV4,2014,10995,Manual,77000,Diesel,160,49.6,2.2
RAV4,2016,20995,Automatic,22105,Hybrid,20,57.6,2.5
RAV4,2016,19495,Automatic,6574,Other,200,43.5,2
RAV4,2017,19695,Automatic,22591,Petrol,205,43.5,2
RAV4,2017,18995,Automatic,28970,Hybrid,140,57.6,2.5
RAV4,2012,10490,Automatic,52000,Diesel,300,39.2,2.2
Yaris,2019,14000,Automatic,6821,Petrol,150,47.9,1.5
Yaris,2018,10750,Manual,14000,Petrol,145,58.9,1.5
Yaris,2016,11500,Automatic,31911,Hybrid,0,78,1.5
Yaris,2014,8500,Automatic,72053,Hybrid,0,76.3,1.5
Yaris,2017,8750,Manual,32594,Petrol,150,58.9,1.5
Yaris,2019,15000,Automatic,1401,Hybrid,140,76.3,1.5
Yaris,2020,14750,Manual,574,Petrol,150,47.9,1.5
Yaris,2016,12500,Automatic,23150,Hybrid,0,78,1.5
Yaris,2018,12250,Manual,6821,Petrol,145,56.5,1.5
Yaris,2019,11750,Manual,2408,Petrol,145,47.9,1.5
Yaris,2018,12000,Manual,14550,Petrol,145,56.5,1.5
Yaris,2019,13500,Manual,2157,Petrol,145,47.9,1.5
Yaris,2019,11298,Manual,9785,Petrol,145,47.9,1.5
Yaris,2018,10498,Manual,23354,Petrol,145,56.5,1.5
Yaris,2019,11995,Manual,5571,Petrol,145,47.9,1.5
Yaris,2014,4850,Manual,61170,Petrol,30,58.9,1
Yaris,2016,12695,Automatic,15945,Hybrid,0,78,1.5
Yaris,2014,10495,Automatic,29452,Hybrid,0,78,1.5
Yaris,2017,8998,Manual,22210,Petrol,30,58,1.3
Yaris,2016,8298,Manual,26633,Petrol,30,58,1.3
Yaris,2013,5998,Manual,29257,Petrol,125,52.3,1.3
Yaris,2017,8998,Manual,32009,Petrol,145,65.7,1